单位名称,证书编号,资质等级,行政区划,业务范围
山东元鸿勘测规划设计有限公司,甲测资字3700350,甲级,山东,甲级：测绘航空摄影：无人飞行器航摄；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
山东中基地理信息科技有限公司,甲测资字3700317,甲级,山东,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、市政工程测量、线路与桥隧测量、地下管线测量、工程测量监理；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘、不动产测绘监理。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业、摄影测量与遥感监理；工程测量：规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)、建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)、水利工程测量(不得承担特大型水利水电工程。)、矿山测量(矿区控制面积200平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
山东正元数字城市建设有限公司,甲测资字3700092,甲级,山东,"甲级：摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量；海洋测绘：海域权属测绘、海岸地形测量、水深测量、水文观测、海洋工程测量、扫海测量、深度基准测量、海图编制；互联网地图服务；不动产测绘：地籍测绘、房产测绘、不动产测绘监理。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；不动产测绘：行政区域界线测绘。***"
山东正维勘察测绘有限公司,甲测资字3700431,甲级,山东,"甲级：测绘航空摄影：无人飞行器航摄；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发；工程测量：工程测量监理(相应于上述限额。)。***"
山东正元地球物理信息技术有限公司,甲测资字3700065,甲级,山东,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘。***"
山东正元建设工程有限责任公司,甲测资字3700422,甲级,山东,"甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理。***
                            丙级：不动产测绘：地籍测绘(日常地籍调查及县级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积5万平方米以下；单个合同标的不超过建筑面积100万平方米。)。***"
通用技术集团工程设计有限公司,甲测资字3700173,甲级,山东,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量；不动产测绘。***
乙级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；
还可以承担以下业务范围：
丙级：海洋测绘：海域权属测绘、海岸地形测量(50平方公里以下。)、水深测量(50平方公里以下。)。***"
中石化石油工程设计有限公司,甲测资字3700182,甲级,山东,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；海洋测绘：海域权属测绘、海岸地形测量(100平方公里以下。)、水深测量(100平方公里以下。)、水文观测(100平方公里以下。)、海洋工程测量(100平方公里以下。)、扫海测量(100平方公里以下。)。***"
中铁十四局集团有限公司,甲测资字3700341,甲级,山东,甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、矿山测量。***
淄博市勘察测绘研究院有限公司,甲测资字3700056,甲级,山东,"甲级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘；地图编制：地形图、电子地图、真三维地图、其他专用地图。***
乙级：地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)；工程测量：水利工程测量(不得承担特大型水利水电工程。)、地下管线测量(管线长度300km以下。)、矿山测量(矿区控制面积200平方公里以下。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业。***"
中铁十七局集团第一工程有限公司,甲测资字3700530,甲级,山东,甲级：工程测量：控制测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量。***
潍坊市勘察测绘研究院,甲测资字3700038,甲级,山东,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量；不动产测绘。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
中化地质矿山总局山东地质勘查院,甲测资字3700594,甲级,山东,"甲级：摄影测量与遥感：摄影测量与遥感外业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘：地籍测绘、房产测绘。***
乙级：摄影测量与遥感：摄影测量与遥感内业、摄影测量与遥感监理；地理信息系统工程：地理信息系统工程监理(相应于上述限额。)；工程测量：变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)、水利工程测量(不得承担特大型水利水电工程。)；不动产测绘：行政区域界线测绘、不动产测绘监理(相应于上述限额。)；地图编制：地形图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；
还可以承担以下业务范围：
丁级：海洋测绘：海域权属测绘。***"
中铁十局集团有限公司,甲测资字3700387,甲级,山东,甲级：工程测量：控制测量、地形测量、建筑工程测量、规划测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、矿山测量。***
河南华星测绘地理信息有限公司,甲测资字4100222,甲级,河南,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘、不动产测绘监理。***
乙级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业、摄影测量与遥感监理；地理信息系统工程：地理信息系统工程监理(相应于上述限额。)；工程测量：变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)、水利工程测量(不得承担特大型水利水电工程。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
河南三维勘测设计有限公司,甲测资字4100420,甲级,河南,"甲级：测绘航空摄影：无人飞行器航摄；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
河南大地地理信息测绘院,甲测资字4100321,甲级,河南,"甲级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘。***
乙级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发、地理信息系统工程监理(相应于上述限额。)；地图编制。***"
方宇勘测有限公司,甲测资字4100054,甲级,河南,"甲级：测绘航空摄影：无人飞行器航摄；摄影测量与遥感；地理信息系统工程；工程测量；不动产测绘。***
乙级：测绘航空摄影：一般航摄(影像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、全球导航卫星系统连续运行基准站网位置数据服务(设区的市级行政区域以下。不得提供国家和区域坐标参考框架服务。不得提供优于0.1m精度的位置数据服务。)、水准测量(三等以下)、三角测量(三等以下)；海洋测绘：海域权属测绘、海岸地形测量(100平方公里以下。)、水深测量(100平方公里以下。)、水文观测(100平方公里以下。)、海洋工程测量(100平方公里以下。)、扫海测量(100平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
河南八度土地规划设计有限公司,甲测资字4100493,甲级,河南,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)。***"
河南晟丰勘察设计有限公司,甲测资字4100475,甲级,河南,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
河南瑞海建筑工程设计有限公司,甲测资字4100583,甲级,河南,"甲级：测绘航空摄影：无人飞行器航摄；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、全球导航卫星系统连续运行基准站网位置数据服务(设区的市级行政区域以下。不得提供国家和区域坐标参考框架服务。不得提供优于0.1m精度的位置数据服务。)、水准测量(三等以下)、三角测量(三等以下)、天文测量(三等以下)、大地测量数据处理(相应于上述限额)。***"
河南建正勘测规划设计有限公司,甲测资字4100628,甲级,河南,甲级：测绘航空摄影：无人飞行器航摄；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
河南省测绘工程院,甲测资字4100330,甲级,河南,"甲级：大地测量：卫星定位测量、全球导航卫星系统连续运行基准站网位置数据服务、水准测量、三角测量、大地测量数据处理；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘；地图编制：地形图、电子地图、真三维地图、其他专用地图。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、全球导航卫星系统连续运行基准站网位置数据服务(设区的市级行政区域以下。不得提供国家和区域坐标参考框架服务。不得提供优于0.1m精度的位置数据服务。)、水准测量(三等以下)、三角测量(三等以下)、大地测量数据处理(相应于上述限额)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
河南省航空物探遥感中心(河南省地球物理工程勘察院),甲测资字4100063,甲级,河南,"甲级：不动产测绘：地籍测绘；工程测量：控制测量、地形测量、建筑工程测量、变形形变与精密测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息软件开发、地理信息系统工程监理(相应于上述限额。)；工程测量：规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)、工程测量监理(相应于上述限额。)；不动产测绘：房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、不动产测绘监理(相应于上述限额。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
河南省海翔测绘工程有限公司,甲测资字4100538,甲级,河南,甲级：摄影测量与遥感：摄影测量与遥感外业；地理信息系统工程：地理信息数据采集；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
河南省地质科学研究所,甲测资字4100358,甲级,河南,"甲级：工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、水准测量(三等以下)、三角测量(三等以下)；测绘航空摄影：一般航摄(影像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)、无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业、摄影测量与遥感监理；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发、地理信息系统工程监理(相应于上述限额。)；工程测量：控制测量(三等以下。)、地形测量(1：500比例尺，30平方公里以下；1：1000比例尺，50平方公里以下；1：2000比例尺，80平方公里以下；1：5000比例尺，100平方公里以下；1：1万比例尺，200平方公里以下。)、规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)、建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、变形形变与精密测量(一般精密设备安装。建筑面积在10万平方米以下且高度在100m以下的建筑。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)、线路与桥隧测量(300km以下的线路，多孔跨径总长在100m以下的桥梁，4km以下的隧道。)、地下管线测量(管线长度300km以下。)、矿山测量(矿区控制面积200平方公里以下。)、工程测量监理(相应于上述限额。)；不动产测绘：地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)、房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘、不动产测绘监理(相应于上述限额。)；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)。***"
河南省地质矿产勘查开发局第三地质勘查院,甲测资字4100646,甲级,河南,甲级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设；工程测量：控制测量、地形测量、规划测量、市政工程测量、线路与桥隧测量、地下管线测量、矿山测量；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘。***
河南省地质矿产勘查开发局第三地质矿产调查院,甲测资字4100504,甲级,河南,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、水利工程测量、线路与桥隧测量、地下管线测量、矿山测量、工程测量监理；不动产测绘：地籍测绘、房产测绘、行政区域界线测绘、不动产测绘监理。***
乙级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业。***"
河南省地质矿产勘查开发局测绘地理信息院,甲测资字4100315,甲级,河南,"甲级：摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量；不动产测绘。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、全球导航卫星系统连续运行基准站网位置数据服务(设区的市级行政区域以下。不得提供国家和区域坐标参考框架服务。不得提供优于0.1m精度的位置数据服务。)、水准测量(三等以下)、三角测量(三等以下)、重力测量(专业重力测量)、大地测量数据处理(相应于上述限额)；测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
河南省地图院,甲测资字4100135,甲级,河南,"甲级：摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量：控制测量、地形测量、规划测量、建筑工程测量、变形形变与精密测量、市政工程测量、线路与桥隧测量；不动产测绘：地籍测绘、行政区域界线测绘；地图编制：地形图、全国及地方政区地图、电子地图、真三维地图、其他专用地图；互联网地图服务。***
乙级：不动产测绘：房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)；地理信息系统工程：地理信息数据采集(设区的市级行政区域以下。)、地理信息数据处理(设区的市级行政区域以下。)、地理信息系统及数据库建设(设区的市级行政区域以下。)、地理信息软件开发、地理信息系统工程监理(相应于上述限额。)。***"
河南省交通规划设计研究院股份有限公司,甲测资字4100036,甲级,河南,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发；工程测量；不动产测绘。***
乙级：摄影测量与遥感：摄影测量与遥感内业、摄影测量与遥感外业、摄影测量与遥感监理。***"
河南省科学院地理研究所,甲测资字4100153,甲级,河南,"甲级：地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；地图编制：地形图、全国及地方政区地图、电子地图、其他专用地图。***
乙级：测绘航空摄影：一般航摄(影像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)、无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；摄影测量与遥感：摄影测量与遥感外业、摄影测量与遥感内业；工程测量：控制测量(三等以下。)、地形测量(1：500比例尺，30平方公里以下；1：1000比例尺，50平方公里以下；1：2000比例尺，80平方公里以下；1：5000比例尺，100平方公里以下；1：1万比例尺，200平方公里以下。)、规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)、建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)；不动产测绘：行政区域界线测绘、地籍测绘(日常地籍调查及设区的市级以下地籍总调查中的地籍测绘。)。***"
河南省金地遥感测绘技术有限公司,甲测资字4100349,甲级,河南,"甲级：摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息系统工程监理；工程测量：控制测量、地形测量、工程测量监理；不动产测绘：地籍测绘、不动产测绘监理；地图编制：地形图、其他专用地图。***
乙级：大地测量：卫星定位测量(Ｃ级以下。不得承担全球导航卫星系统连续运行基准站建设。)、水准测量(三等以下)、三角测量(三等以下)、大地测量数据处理(相应于上述限额)；测绘航空摄影：一般航摄(影像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)、无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；地理信息系统工程：地理信息软件开发、地面移动测量；工程测量：控制测量(三等以下。)、地形测量(1：500比例尺，30平方公里以下；1：1000比例尺，50平方公里以下；1：2000比例尺，80平方公里以下；1：5000比例尺，100平方公里以下；1：1万比例尺，200平方公里以下。)、规划测量(总建筑面积50万平方米以下；国家重点建设工程不得承担。)、建筑工程测量(建筑范围1平方公里以下，单个建筑物10万平方米以下。)、市政工程测量(特大城市一般道路、大中等城市主干道路、一般立交桥。)、线路与桥隧测量(300km以下的线路，多孔跨径总长在100m以下的桥梁，4km以下的隧道。)、矿山测量(矿区控制面积200平方公里以下。)、工程测量监理(相应于上述限额。)、地下管线测量(管线长度300km以下。)、水利工程测量(不得承担特大型水利水电工程。)；不动产测绘：房产测绘(规划许可证载单栋建筑面积10万平方米以下；单个合同标的不超过建筑面积200万平方米。)、行政区域界线测绘；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)。***"
河南省基础地理信息中心,甲测资字4100259,甲级,河南,"甲级：摄影测量与遥感；地理信息系统工程：地理信息数据采集、地理信息数据处理、地理信息系统及数据库建设、地理信息软件开发、地理信息系统工程监理；工程测量：控制测量、地形测量、规划测量、建筑工程测量、市政工程测量、线路与桥隧测量、矿山测量、工程测量监理；不动产测绘；互联网地图服务。***
乙级：测绘航空摄影：无人飞行器航摄(摄像地面分辨率优于0.2m，1000平方公里以下；0.2m，2000平方公里以下；0.2m~1m，30000平方公里以下。)；地图编制：地形图(省级及以下行政区域范围内。)、教学地图(省级及以下行政区域范围内。)、全国及地方政区地图(省级及以下行政区域范围内。)、电子地图(省级及以下行政区域范围内。)、其他专用地图(省级及以下行政区域范围内。)、真三维地图(省级及以下行政区域范围内。)；互联网地图服务：地理位置定位、地理信息上传标注。***"
